date,title,source,author,link 
2018/01/11,Michael Wolff's Accidental Big Favor to Trump,Washington Post,Christopher Buskirk,https://www.realclearpolitics.com/2018/01/11/michael_wolff039s_accidental_big_favor_to_trump_431180.html
2018/01/11,Iran's Jihadi Gambit,Al-Monitor,Fazel Hawramy,https://www.realclearpolitics.com/2018/01/11/iran039s_jihadi_gambit_431205.html
2018/01/11,Going Easy on the Mullahs Could Hurt Ordinary Iranians,RCInvestigations,Lee Smith,https://www.realclearpolitics.com/2018/01/11/going_easy_on_the_mullahs_could_hurt_ordinary_iranians_431112.html
2018/01/11,Bring Back Earmarks,U.S. News & World Report,James Warren,https://www.realclearpolitics.com/2018/01/11/bring_back_earmarks_431200.html
2018/01/11,"Mr. President, Earmarks Were Horrible. Keep Them Buried",The Daily Beast,Liz Mair,https://www.realclearpolitics.com/2018/01/11/mr_president_earmarks_were_horrible_keep_them_buried_431217.html
2018/01/11,The Tax Cuts and Jobs Act of 2017 Is Already Delivering,IBD,Scott Powell,https://www.realclearpolitics.com/2018/01/11/the_tax_cuts_and_jobs_act_of_2017_is_already_delivering_431194.html
2018/01/11,The Precarious Generation,The Nation,Sarah Jones,https://www.realclearpolitics.com/2018/01/11/the_precarious_generation_431220.html
2018/01/11,Europe's High Representative for Appeasement,Bloomberg,Eli Lake,https://www.realclearpolitics.com/2018/01/11/europe039s_high_representative_for_appeasement_431172.html
2018/01/11,Now Merkel Steps Into Macron's Shadow,Financial Times,Philip Stephens,https://www.realclearpolitics.com/2018/01/11/now_merkel_steps_into_macron039s_shadow_431203.html
2018/01/11,"Robots Can't Vote, But They Helped Elect Trump",New York Times,Thomas Edsall,https://www.realclearpolitics.com/2018/01/11/robots_can039t_vote_but_they_helped_elect_trump_431260.html
2018/01/11,Trump May Have to Invite Wolff to Attend 2nd Inauguration,WSJ,Daniel Henninger,https://www.realclearpolitics.com/2018/01/11/trump_may_have_to_invite_wolff_to_attend_2nd_inauguration_431274.html
2018/01/11,The Unpresident: Why Donald Trump Will Never Change,Time,Duffy,https://www.realclearpolitics.com/2018/01/11/the_unpresident_why_donald_trump_will_never_change_431264.html
2018/01/11,Heartland Democrats to Washington: 'You're Killing Us',Politico,Michael Kruse,https://www.realclearpolitics.com/2018/01/11/heartland_democrats_to_washington_039you039re_killing_us039_431262.html
2018/01/11,Winning: Walmart Raises Wages Thanks to Tax Reform,Breitbart,Sean Moran,https://www.realclearpolitics.com/2018/01/11/winning_walmart_raises_wages_thanks_to_tax_reform_431259.html
2018/01/11,"Carrier Workers, Facing Layoffs, Feel Betrayed by Trump",New Yorker,Charles Bethea,https://www.realclearpolitics.com/2018/01/11/carrier_workers_facing_layoffs_feel_betrayed_by_trump_431275.html
2018/01/11,"With Bannon & Flake Gone, Trump Coalition May Emerge",Washington Post,Ed Rogers,https://www.realclearpolitics.com/2018/01/11/with_bannon_amp_flake_gone_trump_coalition_may_emerge_431261.html
2018/01/11,Oprah Could Be Great for the Democrats. In 2018.,Politico,Jeff Greenfield,https://www.realclearpolitics.com/2018/01/11/oprah_could_be_great_for_the_democrats_in_2018_431190.html
2018/01/11,The World According to H.R. McMaster,The Atlantic,Uri Friedman,https://www.realclearpolitics.com/2018/01/11/the_world_according_to_hr_mcmaster_431168.html
2018/01/11,Trump's Realist Approach Will Outlast Trump,American Greatness,Sumantra Maitra,https://www.realclearpolitics.com/2018/01/11/trump039s_realist_approach_will_outlast_trump_431063.html
2018/01/11,The Mystery of the Exiled Billionaire Whistle-Blower,NYT Magazine,Lauren Hilgers,https://www.realclearpolitics.com/2018/01/11/the_mystery_of_the_exiled_billionaire_whistle-blower_431225.html
2018/01/10,Iranian and Saudi Youth Try to Bury 1979,New York Times,Thomas Friedman,https://www.realclearpolitics.com/2018/01/10/iranian_and_saudi_youth_try_to_bury_1979_431082.html
2018/01/10,Donald Trump--the Grownup in the Room on Immigration,PJ Media,Roger Simon,https://www.realclearpolitics.com/2018/01/10/donald_trump--the_grownup_in_the_room_on_immigration_431065.html
2018/01/10,A White House That Can't Shoot Straight,Cook Political Report,Charlie Cook,https://www.realclearpolitics.com/2018/01/10/a_white_house_that_can039t_shoot_straight_431064.html
2018/01/10,"Obama's FBI and Steele's Raw, Unverified 'Intelligence'",NRO,Andrew McCarthy,https://www.realclearpolitics.com/2018/01/10/obama039s_fbi_and_steele039s_raw_unverified_039intelligence039_431071.html
2018/01/10,I'm Proud We Published the Trump-Russia Dossier,New York Times,Ben Smith,https://www.realclearpolitics.com/2018/01/10/i039m_proud_we_published_the_trump-russia_dossier_431056.html
2018/01/10,The Meaning of Trump's Election Has Been Exaggerated,RCP,Morris Fiorina,https://www.realclearpolitics.com/2018/01/10/the_meaning_of_trump039s_election_has_been_exaggerated_431067.html
2018/01/10,Is #MeToo Becoming a War on Men?,City Journal,Heather MacDonald,https://www.realclearpolitics.com/2018/01/10/is_metoo_becoming_a_war_on_men_430960.html
2018/01/10,"No, #MeToo Is Not Going to End Flirting and Fun Sex",Slate,Christina Cauterucci,https://www.realclearpolitics.com/2018/01/10/no_metoo_is_not_going_to_end_flirting_and_fun_sex_430792.html
2018/01/10,Sex vs. Political Correctness?,American Greatness,Angelo Codevilla,https://www.realclearpolitics.com/2018/01/10/sex_vs_political_correctness_431044.html
2018/01/10,Don't Underestimate the Possibility of Oprah 2020,Washington Post,Eugene Robinson,https://www.realclearpolitics.com/2018/01/10/don039t_underestimate_the_possibility_of_oprah_2020_430958.html
2018/01/10,Dem Unicorn Hunt Launches With Some Magical Thinking,Salon,Andrew O'Hehir,https://www.realclearpolitics.com/2018/01/10/dem_unicorn_hunt_launches_with_some_magical_thinking_430981.html
2018/01/10,"Team Trump: Tout the Real Economy's Gains, Not the Dow",RCP,Steve Cortes,https://www.realclearpolitics.com/2018/01/10/team_trump_tout_the_real_economy039s_gains_not_the_dow_431068.html
2018/01/10,A Seven-Step Plan for Ending the Opioid Crisis,Bloomberg,Michael Bloomberg,https://www.realclearpolitics.com/2018/01/10/a_seven-step_plan_for_ending_the_opioid_crisis_431086.html
2018/01/10,Can South Korea Avoid Getting Played by the North?,NY Times,Nicholas Eberstadt,https://www.realclearpolitics.com/2018/01/10/can_south_korea_avoid_getting_played_by_the_north_430961.html
2018/01/10,Trump Immigration Meeting Flawlessly Rebuts Wolff Book,,Rush Limbaugh,https://www.realclearpolitics.com/2018/01/10/trump_immigration_meeting_flawlessly_rebuts_wolff_book_431054.html
2018/01/10,How Actual Smart People Talk About Themselves,The Atlantic,James Fallows,https://www.realclearpolitics.com/2018/01/10/how_actual_smart_people_talk_about_themselves_430940.html
2018/01/10,Election Night at Trump Tower: What Really Happened,FOX News,Kayleigh McEnany,https://www.realclearpolitics.com/2018/01/10/election_night_at_trump_tower_what_really_happened_430937.html
2018/01/10,Trump's Successful Presidency & Wolff's Erroneous Book,FOX News,Newt Gingrich,https://www.realclearpolitics.com/2018/01/10/trump039s_successful_presidency_amp_wolff039s_erroneous_book_431130.html
2018/01/10,Michael Wolff Says That Washington Will Bury Trump,The New Yorker,Susan Glasser,https://www.realclearpolitics.com/2018/01/10/michael_wolff_says_that_washington_will_bury_trump_431133.html
2018/01/10,Fire and Flimsy: The Michael Wolff Way,Slate,Isaac Chotiner,https://www.realclearpolitics.com/2018/01/10/fire_and_flimsy_the_michael_wolff_way_431092.html
2018/01/10,Coming Soon to Davos: A Trump Stink Bomb,Politico,Harris,https://www.realclearpolitics.com/2018/01/10/coming_soon_to_davos_a_trump_stink_bomb_431083.html
2018/01/10,A Ludicrous Ruling That Trump Can't End DACA,National Review,Josh Blackman,https://www.realclearpolitics.com/2018/01/10/a_ludicrous_ruling_that_trump_can039t_end_daca_431136.html
2018/01/10,Trump's New Immigration Decision Is Shortsighted and Cruel,CNN,Raul Reyes,https://www.realclearpolitics.com/2018/01/10/trump039s_new_immigration_decision_is_shortsighted_and_cruel_431127.html
2018/01/10,19 Insane Details From Damore's Google Lawsuit,The Federalist,Rachel Stoltzfoos,https://www.realclearpolitics.com/2018/01/10/19_insane_details_from_damore039s_google_lawsuit_431117.html
2018/01/10,"Under Trump, a Hard Test for Howard University",The New Yorker,Jelani Cobb,https://www.realclearpolitics.com/2018/01/10/under_trump_a_hard_test_for_howard_university_431075.html
2018/01/10,Student Radicalism Doesn't Come From Professors,USA Today,Piereson,https://www.realclearpolitics.com/2018/01/10/student_radicalism_doesn039t_come_from_professors_431110.html
2018/01/10,Aha! Democrats and Their Oprah Moment,Chicago Tribune,John Kass,https://www.realclearpolitics.com/2018/01/10/aha_democrats_and_their_oprah_moment_431109.html
2018/01/10,"Ivanka Trump, Stop the Oprah Cheerleading. You're Complicit.",WP,Ruth Marcus,https://www.realclearpolitics.com/2018/01/10/ivanka_trump_stop_the_oprah_cheerleading_you039re_complicit_431069.html
2018/01/09,It's On Republicans to Stop a Shutdown,Washington Post,Sen. Bernie Sanders,https://www.realclearpolitics.com/2018/01/09/it039s_on_republicans_to_stop_a_shutdown_430956.html
2018/01/09,A Government Shutdown Would Be a Loser for Dems,CBS News,Michael Graham,https://www.realclearpolitics.com/2018/01/09/a_government_shutdown_would_be_a_loser_for_dems_430971.html
2018/01/09,Is Trump Mentally Fit for Office?,The Hill,Bill Press,https://www.realclearpolitics.com/2018/01/09/is_trump_mentally_fit_for_office_430968.html
2018/01/09,The Next Coup Attempt: Trump & His 'Mental Health',The Federalist,Mollie Hemingway,https://www.realclearpolitics.com/2018/01/09/the_next_coup_attempt_trump_amp_his_039mental_health039_430927.html
2018/01/09,Leaderless Democrats Enticed by Oprah 2020,RealClearPolitics,Caitlin Huey-Burns,https://www.realclearpolitics.com/2018/01/09/leaderless_democrats_enticed_by_oprah_2020_430951.html
2018/01/09,Oprah Would Make an Exceptional President,CNN,Sally Kohn,https://www.realclearpolitics.com/2018/01/09/oprah_would_make_an_exceptional_president_430967.html
2018/01/09,Welcome to Oprahysteria,The Week,Matthew Walther,https://www.realclearpolitics.com/2018/01/09/welcome_to_oprahysteria_430975.html
2018/01/09,Oprah 2020 Is a Bad Liberal Revenge Fantasy,HuffPost,Ashley Feinberg,https://www.realclearpolitics.com/2018/01/09/oprah_2020_is_a_bad_liberal_revenge_fantasy_430957.html
2018/01/09,About That Golden Globes Fiasco,National Review,Kyle Smith,https://www.realclearpolitics.com/2018/01/09/about_that_golden_globes_fiasco_430974.html
2018/01/09,Trump Shows How Not to Engage With Pakistan,New York Times,Richard Olson,https://www.realclearpolitics.com/2018/01/09/trump_shows_how_not_to_engage_with_pakistan_430980.html
2018/01/09,"Not Known for Nuance, Trump Handling Iran Just Right",McClatchy,Andrew Malcolm,https://www.realclearpolitics.com/2018/01/09/not_known_for_nuance_trump_handling_iran_just_right_430978.html
2018/01/09,Saudi Arabia Watches Iran Protests Intently,Al-Monitor,Bruce Reidel,https://www.realclearpolitics.com/2018/01/09/saudi_arabia_watches_iran_protests_intently_430985.html
2018/01/09,Looking for a Stable Genius for President,The New Yorker,Amy Davidson Sorkin,https://www.realclearpolitics.com/2018/01/09/looking_for_a_stable_genius_for_president_430972.html
2018/01/09,The FBI and Hillary Clinton: Restoring the Rule of Law,NRO,Andrew McCarthy,https://www.realclearpolitics.com/2018/01/09/the_fbi_and_hillary_clinton_restoring_the_rule_of_law_430785.html
2018/01/09,Wolff's Book a Reminder of Hitler's Frightening Ascent,NY Daily News,Richard Cohen,https://www.realclearpolitics.com/2018/01/09/wolff039s_book_a_reminder_of_hitler039s_frightening_ascent_430959.html
2018/01/09,Is Trump Really Crazy?,American Greatness,Victor Davis Hanson,https://www.realclearpolitics.com/2018/01/09/is_trump_really_crazy_430983.html
2018/01/09,The Decline of Anti-Trumpism,New York Times,David Brooks,https://www.realclearpolitics.com/2018/01/09/the_decline_of_anti-trumpism_430982.html
2018/01/09,Building the Wall Would Be So Worth It,Washington Post,Robert Samuelson,https://www.realclearpolitics.com/2018/01/09/building_the_wall_would_be_so_worth_it_431033.html
2018/01/09,Michael Wolff's 'Fire and Fury' Reveals a President in Crisis,Vox,Ezra Klein,https://www.realclearpolitics.com/2018/01/09/michael_wolff039s_039fire_and_fury039_reveals_a_president_in_crisis_431041.html
2018/01/09,Maybe Trump Is a Very Stable Genius After All,USA Today,James Robbins,https://www.realclearpolitics.com/2018/01/09/maybe_trump_is_a_very_stable_genius_after_all_430963.html
2018/01/09,How Democrats Can Avoid Tripping Up in 2018,Bloomberg,Jonathan Bernstein,https://www.realclearpolitics.com/2018/01/09/how_democrats_can_avoid_tripping_up_in_2018_431034.html
2018/01/09,Republicans Will Keep Congress This Year -- Here's Why,Fox News,Guy Short,https://www.realclearpolitics.com/2018/01/09/republicans_will_keep_congress_this_year_--_here039s_why_431031.html
2018/01/09,"Wonks Made Celeb Presidents Possible, Maybe Necessary",NRO,Michael Dougherty,https://www.realclearpolitics.com/2018/01/09/wonks_made_celeb_presidents_possible_maybe_necessary_431030.html
2018/01/09,"Is Oprah the Un-Trump, or the Un-Clinton?",New York Times,Frank Bruni,https://www.realclearpolitics.com/2018/01/09/is_oprah_the_un-trump_or_the_un-clinton_431027.html
2018/01/09,"On Stopping Crime, Obama Failed & Trump Succeeded",Richmond T-D,Jay Ambrose,https://www.realclearpolitics.com/2018/01/09/on_stopping_crime_obama_failed_amp_trump_succeeded_431005.html
2018/01/09,"7 Years After Gabby Giffords' Shooting, Have We Learned Anything?",,S.E. Smith,https://www.realclearpolitics.com/2018/01/09/7_years_after_gabby_giffords039_shooting_have_we_learned_anything_431017.html
2018/01/09,Why Is Teen Vogue Sexualizing a 9-Year-Old Boy?,RedState,Sarah Rumpf,https://www.realclearpolitics.com/2018/01/09/why_is_teen_vogue_sexualizing_a_9-year-old_boy_431022.html
2018/01/09,Bitcoin Mania,New York Review of Books,Sue Halpern,https://www.realclearpolitics.com/2018/01/09/bitcoin_mania_431021.html
2018/01/09,,,,
2018/01/08,"With DC Distracted, Immigration Debate Hits Critical Point",Examiner,Byron York,https://www.realclearpolitics.com/2018/01/08/with_dc_distracted_immigration_debate_hits_critical_point_430892.html
2018/01/08,Congress Will Be Different in 2018. Trump Won't.,Bloomberg,Albert Hunt,https://www.realclearpolitics.com/2018/01/08/congress_will_be_different_in_2018_trump_won039t_430893.html
2018/01/08,The Media's Standard for Trump: 'Fake But Accurate'?,The Federalist,David Harsanyi,https://www.realclearpolitics.com/2018/01/08/the_media039s_standard_for_trump_039fake_but_accurate039_430868.html
2018/01/08,"'Like, Really Smart'",New York Times,Charles Blow,https://www.realclearpolitics.com/2018/01/08/039like_really_smart039_430883.html
2018/01/08,Is Donald Trump's North Korea Strategy Working?,CNN,John Everard,https://www.realclearpolitics.com/2018/01/08/is_donald_trump039s_north_korea_strategy_working_430778.html
2018/01/08,How the Media Used Dossier to Create Trump-Russia Fairytale,Fox News,Ned Ryun,https://www.realclearpolitics.com/2018/01/08/how_the_media_used_dossier_to_create_trump-russia_fairytale_430806.html
2018/01/08,The Grand Obstruction Party,Crooked Media,Brian Beutler,https://www.realclearpolitics.com/2018/01/08/the_grand_obstruction_party_430866.html
2018/01/08,Judge Obliterates Fusion GPS' Attempt to Hide Info,The Federalist,Mollie Hemingway,https://www.realclearpolitics.com/2018/01/08/judge_obliterates_fusion_gps039_attempt_to_hide_info_430718.html
2018/01/08,Did Sessions Increase the Odds Congress Will Legalize Pot?,Politico,James Higdon,https://www.realclearpolitics.com/2018/01/08/did_sessions_increase_the_odds_congress_will_legalize_pot_430875.html
2018/01/08,Wisconsin Is Quietly Becoming Top Senate Race of 2018,HuffPost,Amanda Terkel,https://www.realclearpolitics.com/2018/01/08/wisconsin_is_quietly_becoming_top_senate_race_of_2018_430697.html
2018/01/08,"McConnell, a Swamp Creature Trump Can Count On",Washington Times,Charles Hurt,https://www.realclearpolitics.com/2018/01/08/mcconnell_a_swamp_creature_trump_can_count_on_430880.html
2018/01/08,Will Iran's Protests Help the Hard-Liners?,New York Times,Nazila Fathi,https://www.realclearpolitics.com/2018/01/08/will_iran039s_protests_help_the_hard-liners_430881.html
2018/01/08,The Iranian Regime Can't Keep Winning Forever,Washington Post,David Ignatius,https://www.realclearpolitics.com/2018/01/06/the_iranian_regime_can039t_keep_winning_forever_430668.html
2018/01/08,Post-Weinstein Golden Globes Was Ultimate Hypocrisy,NY Post,Maureen Callahan,https://www.realclearpolitics.com/2018/01/08/post-weinstein_golden_globes_was_ultimate_hypocrisy_430887.html
2018/01/08,"After Golden Globes Speech, Oprah Winfrey for President?",Daily Beast,Kevin Fallon,https://www.realclearpolitics.com/2018/01/08/after_golden_globes_speech_oprah_winfrey_for_president_430894.html
2018/01/08,"From the Protection Bureau, an Unprotected Feeling",RCInvestigations,James Varney,https://www.realclearpolitics.com/2018/01/08/from_the_protection_bureau_an_unprotected_feeling_430872.html
2018/01/08,"Great News About U.S.'s Future for Old, and Most of All, Young",Time,Warren Buffett,https://www.realclearpolitics.com/2018/01/08/great_news_about_us039s_future_for_old_and_most_of_all_young_430876.html
2018/01/08,Meet the Press,,,http://www.realclearpolitics.com/video/2018/01/07/meet_the_press_roundtable_bombshell_book_on_president_trump_legalizing_marijuana.html
2018/01/08,World Sees Disorder in Trump's Foreign Policy Tweets,NY Times,Steven Erlanger,https://www.realclearpolitics.com/2018/01/08/world_sees_disorder_in_trump039s_foreign_policy_tweets_430884.html
2018/01/08,"On the Economy, Trump Has Been Crazy Like a Fox",New York Post,Charles Gasparino,https://www.realclearpolitics.com/2018/01/08/on_the_economy_trump_has_been_crazy_like_a_fox_430888.html
2018/01/08,Michael Wolff and the End of Denial,Washington Post,E.J. Dionne,https://www.realclearpolitics.com/2018/01/08/michael_wolff_and_the_end_of_denial_430873.html
2018/01/08,The Wolff Book Proves It: Our Journalists Stink,PJ Media,Andrew Klavan,https://www.realclearpolitics.com/2018/01/08/the_wolff_book_proves_it_our_journalists_stink_430903.html
2018/01/08,Redefining the Red Carpet,New York Times,Amber Tamblyn,https://www.realclearpolitics.com/2018/01/08/redefining_the_red_carpet_430882.html
2018/01/08,Workers Are Already Benefiting From Tax Reform,Wall Street Journal,Andy Puzder,https://www.realclearpolitics.com/2018/01/08/workers_are_already_benefiting_from_tax_reform_430896.html
2018/01/08,The Democrats: Exorcizing Ghosts & Looking Forward,Am. Prospect,Robert Kuttner,https://www.realclearpolitics.com/2018/01/08/the_democrats_exorcizing_ghosts_amp_looking_forward_430939.html
2018/01/08,Trump Brings Back 'Strategic Ambiguity' to U.S. Foreign Policy,NRO,Jerry Hendrix,https://www.realclearpolitics.com/2018/01/08/trump_brings_back_039strategic_ambiguity039_to_us_foreign_policy_430933.html
2018/01/08,Trump's 'Very Stable Genius' Tweet Shows He Isn't,CNN,Chris Cillizza,https://www.realclearpolitics.com/2018/01/08/trump039s_039very_stable_genius039_tweet_shows_he_isn039t_430890.html
2018/01/08,Michael Wolff Presents 'Steve Bannon's What Happened',Federalist,Ben Domenech,https://www.realclearpolitics.com/2018/01/08/michael_wolff_presents_039steve_bannon039s_what_happened039_430928.html
2018/01/08,Three Trends to Move Markets in 2018,Financial Times,Rana Foroohar,https://www.realclearpolitics.com/2018/01/08/three_trends_to_move_markets_in_2018_430943.html
2018/01/07,Get Ready for Economic Liftoff,U.S. News & World Report,Peter Roff,https://www.realclearpolitics.com/2018/01/06/get_ready_for_economic_liftoff_430782.html
2018/01/07,The Trump Recession Is Coming,Washington Post,David Von Drehle,https://www.realclearpolitics.com/2018/01/07/the_trump_recession_is_coming_430808.html
2018/01/07,The Book That Blew Up Washington,Washington Free Beacon,Matthew Continetti,https://www.realclearpolitics.com/2018/01/06/the_book_that_blew_up_washington_430724.html
2018/01/07,Fire & Fury Signifying Nothing,Orange County Register,Carl M. Cannon,https://www.realclearpolitics.com/2018/01/07/fire_amp_fury_signifying_nothing_430831.html
2018/01/07,"Trump's 1st Year Was a Disaster, But I Have Hope",New York Magazine,Andrew Sullivan,https://www.realclearpolitics.com/2018/01/07/trump039s_1st_year_was_a_disaster_but_i_have_hope_430833.html
2018/01/07,We're Still Better Off With Trump Than With Clinton,New York Post,Michael Goodwin,https://www.realclearpolitics.com/2018/01/07/we039re_still_better_off_with_trump_than_with_clinton_430814.html
2018/01/07,Trump's 'Very Stable Genius' Tweet Shows He Isn't,CNN,Chris Cillizza,https://www.realclearpolitics.com/2018/01/07/trump039s_039very_stable_genius039_tweet_shows_he_isn039t_430818.html
2018/01/07,Why Hasn't Wolff's Dementia-Trump Been Seen in Public?, Examiner,Eddie Scarry,https://www.realclearpolitics.com/2018/01/06/why_hasn039t_wolff039s_dementia-trump_been_seen_in_public_430760.html
2018/01/07,Trump Is Making Obama Great Again,Boston Globe,Astead W. Herndon,https://www.realclearpolitics.com/2018/01/07/trump_is_making_obama_great_again_430813.html
2018/01/07,When Will Obama & Supporters Cry 'Uncle?',Las Vegas Review-Journal,Wayne Allyn Root,https://www.realclearpolitics.com/2018/01/07/when_will_obama_amp_supporters_cry_039uncle039_430835.html
2018/01/07,Donald Trump and the Rule of Law,The New Yorker,Jeffrey Toobin,https://www.realclearpolitics.com/2018/01/07/donald_trump_and_the_rule_of_law_430832.html
2018/01/07,Collusion Has Become the Democrats' Benghazi,Washington Post,Ed Rogers,https://www.realclearpolitics.com/2018/01/07/collusion_has_become_the_democrats039_benghazi_430807.html
2018/01/07,Should Democrats Take Trump's Deal on Immigration?,CNN,Julian Zelizer,https://www.realclearpolitics.com/2018/01/07/should_democrats_take_trump039s_deal_on_immigration_430821.html
2018/01/07,The Torment of Ajit Pai,Commentary,Noah Rothman,https://www.realclearpolitics.com/2018/01/07/the_torment_of_ajit_pai_430829.html
2018/01/07,Golden Globes Black Tactic as Helpful as Years of Silence,NY Daily News,Linda Stasi,https://www.realclearpolitics.com/2018/01/07/golden_globes_black_tactic_as_helpful_as_years_of_silence_430820.html
2018/01/07,Justice Clarence Thomas Opens Up,The Daily Caller,Ginni Thomas,https://www.realclearpolitics.com/2018/01/07/justice_clarence_thomas_opens_up_430822.html
2018/01/07,Why 2017 Was the Best Year in Human History,New York Times,Nicholas Kristof,https://www.realclearpolitics.com/2018/01/07/why_2017_was_the_best_year_in_human_history_430809.html
2018/01/07,Our Chaotic Culture: Blame It on '68,Minneapolis Star Tribune,Stephen B. Young,https://www.realclearpolitics.com/2018/01/07/our_chaotic_culture_blame_it_on_03968_430850.html
2018/01/07,"It's Not the Greatest Show on Earth, But Trump Proud To Be Star",SFC,Willie Brown,https://www.realclearpolitics.com/2018/01/07/it039s_not_the_greatest_show_on_earth_but_trump_proud_to_be_star_430858.html
2018/01/07,Trump Outsiders Are the Reagan Revolutionaries of 2018,USA Today,Ed Rollins,https://www.realclearpolitics.com/2018/01/06/trump_outsiders_are_the_reagan_revolutionaries_of_2018_430608.html
2018/01/07,What Michael Wolff Got Right,Slate,Will Saletan,https://www.realclearpolitics.com/2018/01/07/what_michael_wolff_got_right_430844.html
2018/01/07,Trump Book Proves Liberals Don't Care About the Truth,FOX News,Tammy Bruce,https://www.realclearpolitics.com/2018/01/07/trump_book_proves_liberals_don039t_care_about_the_truth_430849.html
2018/01/07,"In Clash Between California & Trump, It's One America vs Another",NYT,Tim Arango,https://www.realclearpolitics.com/2018/01/07/in_clash_between_california_amp_trump_it039s_one_america_vs_another_430830.html
2018/01/07,Downside of CA's $15 Minimum Wage? More Automated Jobs,Sac Bee,Dan Walters,https://www.realclearpolitics.com/2018/01/07/downside_of_ca039s_15_minimum_wage_more_automated_jobs_430854.html
2018/01/07,Trump's Mental Health a Matter of Public Interest,The Guardian,Bandy Lee,https://www.realclearpolitics.com/2018/01/07/trump039s_mental_health_a_matter_of_public_interest_430856.html
2018/01/07,Has Trump Lost His Mind or Has CNN Lost Its Bearings?,Townhall,Michael Brown,https://www.realclearpolitics.com/2018/01/07/has_trump_lost_his_mind_or_has_cnn_lost_its_bearings_430851.html
2018/01/07,The Existential Impact of Climate Change,Philadelphia Inquirer,Tim Dillingham,https://www.realclearpolitics.com/2018/01/07/the_existential_impact_of_climate_change_430853.html
2018/01/07,Climate Change Now the Left's Theory of Everything,National Post,Rex Murphy,https://www.realclearpolitics.com/2018/01/07/climate_change_now_the_left039s_theory_of_everything_430852.html
2018/01/06,The Increasing Unfitness of Donald Trump,The New Yorker,David Remnick,https://www.realclearpolitics.com/2018/01/06/the_increasing_unfitness_of_donald_trump_430762.html
2018/01/06,"Bannon Down, Market Up: Real Populism Resurges",New York Sun,Lawrence Kudlow,https://www.realclearpolitics.com/2018/01/06/bannon_down_market_up_real_populism_resurges_430751.html
2018/01/06,Did Trump Obstruct Justice?,New York Times,Berke,https://www.realclearpolitics.com/2018/01/06/did_trump_obstruct_justice_430752.html
2018/01/06,What the Trump Dossier Criminal Referral Means,Washington Examiner,Byron York,https://www.realclearpolitics.com/2018/01/06/what_the_trump_dossier_criminal_referral_means_430773.html
2018/01/06,"In One Big Week, Trump Delivers for Conservatives",Politico,Danny Vinik,https://www.realclearpolitics.com/2018/01/06/in_one_big_week_trump_delivers_for_conservatives_430774.html
2018/01/06,The Extraordinary Weakness of President Trump,The Week,Paul Waldman,https://www.realclearpolitics.com/2018/01/06/the_extraordinary_weakness_of_president_trump_430780.html
2018/01/06,America's Booming Economy Will Smash Dems in 2018,NY Observer,Peter Ferrara,https://www.realclearpolitics.com/2018/01/06/america039s_booming_economy_will_smash_dems_in_2018_430581.html
2018/01/06,Tax Cuts & Deregulation Sound Like Good Ideas. They Aren't.,USA Today,Dan Carney,https://www.realclearpolitics.com/2018/01/06/tax_cuts_amp_deregulation_sound_like_good_ideas_they_aren039t_430766.html
2018/01/06,The Iranian Rebellion the World Wants to Ignore,The Spectator,Douglas Murray,https://www.realclearpolitics.com/2018/01/06/the_iranian_rebellion_the_world_wants_to_ignore_430783.html
2018/01/06,Making China Great Again,The New Yorker,Evan Osnos,https://www.realclearpolitics.com/2018/01/06/making_china_great_again_430594.html
2018/01/06,Media Distracts and Downplays Trump's 2018 Agenda,The Hill,Corey Lewandowski,https://www.realclearpolitics.com/2018/01/06/media_distracts_and_downplays_trump039s_2018_agenda_430694.html
2018/01/06,Everyone in Trumpworld Knows He's an Idiot,New York Times,Michelle Goldberg,https://www.realclearpolitics.com/2018/01/06/everyone_in_trumpworld_knows_he039s_an_idiot_430682.html
2018/01/06,Trump and the Two-Party System: Seismic Changes Ahead?,Vanity Fair,Ken Stern,https://www.realclearpolitics.com/2018/01/06/trump_and_the_two-party_system_seismic_changes_ahead_430637.html
2018/01/06,Can Washington Be Automated?,Politico,Nancy Scola,https://www.realclearpolitics.com/2018/01/06/can_washington_be_automated_430775.html
2018/01/06,The Man Who Should Replace Steve Bannon and Why,PJ Media,Roger Simon,https://www.realclearpolitics.com/2018/01/06/the_man_who_should_replace_steve_bannon_and_why_430787.html
2018/01/06,Is the Trans-Atlantic Relationship Dead?,New York Times,Anna Sauerbrey,https://www.realclearpolitics.com/2018/01/06/is_the_trans-atlantic_relationship_dead_430489.html
2018/01/06,"How Europe Built a Funeral Pyre, Then Leapt In", American Conservative,Robert Merry,https://www.realclearpolitics.com/2018/01/06/how_europe_built_a_funeral_pyre_then_leapt_in_430784.html
2018/01/05,Dems' Dishonest Scramble to Disown the 'Dossier',New York Post,Paul Sperry,https://www.realclearpolitics.com/2018/01/05/dems039_dishonest_scramble_to_disown_the_039dossier039_430687.html
2018/01/05,What Does Trump Think Mueller Will Find?,Washington Post,Ronald Klain,https://www.realclearpolitics.com/2018/01/05/what_does_trump_think_mueller_will_find_430689.html
2018/01/05,"Judge Trump by His Record, Not Gossip",National Review,Jonathan Tobin,https://www.realclearpolitics.com/2018/01/05/judge_trump_by_his_record_not_gossip_430677.html
2018/01/05,My Year Inside Trump's Insane White House,Hollywood Reporter,Michael Wolff,https://www.realclearpolitics.com/2018/01/05/my_year_inside_trump039s_insane_white_house_430674.html
